id,serial,name,iccid,type,online,status,deviceos_version,firmware_version,last_handshake,last_heard,notes
e00fce68f336a45ffc3dcab7,P044AD349DY2PUC,pwt_0299,89883070000037585856,Boron,true,normal,4.2.0,40,2025-10-24T05:15:25.476Z,2025-10-24T05:16:18.062Z,
e00fce68c7a12a65a82d4971,P044AD349NPEYRK,pwt_0262,89883070000039847692,Boron,true,normal,4.2.0,40,2025-10-24T05:12:25.109Z,2025-10-24T05:13:39.829Z,
e00fce681874cd43d0a3f05d,P044AD348K25HVU,pwt_0322,89883070000037554688,Boron,true,normal,4.2.0,40,2025-10-24T05:08:57.906Z,2025-10-24T05:09:44.189Z,
e00fce6858b1be96feea0d60,P044AD335R9V45T,pwt_0209,89883070000037145644,Boron,true,normal,4.2.0,40,2025-10-24T04:47:16.404Z,2025-10-24T05:10:43.622Z,
e00fce68e317db7cd6a1ebf1,P044AD348Y8J436,pwt_0360,89883070000040125278,Boron,true,normal,4.2.0,40,2025-10-24T04:39:22.085Z,2025-10-24T05:03:17.998Z,
e00fce68e5a46fa24a05f8d9,B40HAD103B6JKCY,pwt_0161,89014103272806325417,Boron,true,normal,4.2.0,40,2025-10-24T04:27:51.933Z,2025-10-24T05:16:18.571Z,
e00fce68285ef2b0ac7fcd11,P044AD348HTJKWA,pwt_0369,89883070000039799877,Boron,true,normal,4.2.0,40,2025-10-24T03:12:55.529Z,2025-10-24T05:07:17.982Z,
e00fce6870c98bcce72305df,P044AD335VPYEMT,pwt_0199,89883070000037616354,Boron,true,normal,4.2.0,40,2025-10-24T02:32:58.410Z,2025-10-24T05:15:05.509Z,
e00fce68915f3aa12b126411,P044AD349BG2N89,pwt_0254,89883070000037592761,Boron,true,normal,4.2.0,40,2025-10-24T02:15:06.744Z,2025-10-24T04:57:13.952Z,
e00fce68ccf49efc8cbd2214,P044AD349PLFG2U,pwt_0339,89883070000037585849,Boron,true,normal,4.2.0,40,2025-10-24T01:36:30.786Z,2025-10-24T05:05:18.464Z,
e00fce682f27ec2579ab9bf0,P044AD349UAR6YH,pwt_0334,89883070000039841315,Boron,true,normal,4.2.0,40,2025-10-24T00:25:20.541Z,2025-10-24T05:02:18.979Z,
e00fce687845f86dd1113472,P044AD348LUYCE9,pwt_0283,89883070000039845498,Boron,true,normal,4.2.0,40,2025-10-24T00:05:14.089Z,2025-10-24T05:05:42.739Z,
e00fce688f1207980ec9aca0,B40HAD103NAKCRB,pwt_0137,89014103273166789903,Boron,true,normal,4.2.0,40,2025-10-23T23:21:27.703Z,2025-10-24T05:00:43.015Z,
e00fce68438e5f9e9393555a,P044AD349VGRHBW,pwt_0309,89883070000039846009,Boron,true,normal,4.2.0,40,2025-10-23T23:06:12.129Z,2025-10-24T05:01:19.394Z,
e00fce68a9e9cd953d3c157f,P044AD335VGC4H6,pwt_0217,89883070000037615752,Boron,true,normal,4.2.0,40,2025-10-23T22:08:35.027Z,2025-10-24T04:59:43.772Z,
e00fce68def4d5aeb85d1e96,P044AD349HYMBTC,pwt_0294,89883070000037585443,Boron,true,normal,4.2.0,40,2025-10-23T21:51:50.110Z,2025-10-24T05:00:19.205Z,
e00fce6856359ea1d7aa23cf,P044AD349UT2BSC,pwt_0393,89883070000037590567,Boron,true,normal,4.2.0,40,2025-10-23T21:47:27.611Z,2025-10-24T05:00:18.509Z,
e00fce6832c7342898d7d42c,B40HAD102VBP7RF,pwt_0139,89014103273166793046,Boron,true,normal,4.2.0,40,2025-10-23T21:45:50.165Z,2025-10-24T04:59:56.748Z,
e00fce6802e3433728f9f524,B40HAD102MG7TSV,pwt_0032,89014103273166791073,Boron,true,normal,4.2.0,40,2025-10-23T21:31:47.493Z,2025-10-24T05:00:17.996Z,
e00fce686a08dae4eaa11645,P044AD3494YRP5N,pwt_0258,89883070000039841406,Boron,true,normal,4.2.0,40,2025-10-23T21:31:29.680Z,2025-10-24T05:00:17.681Z,
e00fce68a0336289254c379f,B40HAD103VNHMFK,pwt_0129,89014103272806325235,Boron,true,normal,4.2.0,40,2025-10-23T21:30:31.676Z,2025-10-24T05:00:42.902Z,
e00fce68cd0a529e1d9acc2c,P044AD244TAHU89,pwt_0119,89883070000013129166,Boron,true,normal,4.2.0,40,2025-10-23T21:28:58.996Z,2025-10-24T05:01:17.996Z,
e00fce6826b79c97b227fb6f,P044AD335YBXUSE,pwt_0216,89883070000037623822,Boron,true,normal,4.2.0,40,2025-10-23T21:24:51.762Z,2025-10-24T04:59:56.748Z,
e00fce68e9c4d816bcefbf2d,B40HAD102XTBE5L,pwt_0126,89014103273166789820,Boron,true,normal,4.2.0,40,2025-10-23T21:22:34.553Z,2025-10-24T04:59:42.806Z,
e00fce68413b6540883f3e05,P044AD243K8X46U,pwt_0061,89883070000036167110,Boron,true,normal,4.2.0,40,2025-10-23T21:18:26.101Z,2025-10-24T04:59:44.052Z,
e00fce6877151194fa79cafb,B40HAD103DBYEM2,pwt_0130,89014103273166799696,Boron,true,normal,4.2.0,40,2025-10-23T21:18:12.727Z,2025-10-24T04:56:37.286Z,
e00fce68e68d739d788f217d,B40HAD2148MEKYT,pwt_0053,89014103273526019447,Boron,true,normal,4.2.0,40,2025-10-23T21:17:11.197Z,2025-10-24T05:00:17.456Z,
e00fce680dbfd1d12c0f7afc,P044AD3492E5GT4,pwt_0353,89883070000037589320,Boron,true,normal,4.2.0,40,2025-10-23T21:15:54.321Z,2025-10-24T04:59:43.791Z,
e00fce68e3bb8c46af375e6d,P044AD3492VSPT8,pwt_0351,89883070000037590476,Boron,true,normal,4.2.0,40,2025-10-23T21:15:31.428Z,2025-10-24T05:00:19.205Z,
e00fce68a6e4a66969124520,P044AD348NCBSF7,pwt_0377,89883070000040120865,Boron,true,normal,4.2.0,40,2025-10-23T21:14:58.029Z,2025-10-24T05:00:42.902Z,
e00fce6881877303e11cc51f,B40HAB0265AST92,pwt_0063,89014103272316884887,Boron,true,normal,4.2.0,40,2025-10-23T21:13:52.254Z,2025-10-24T04:59:42.894Z,
e00fce682a021d056c18838e,P044AD349S59BDL,pwt_0311,89883070000040121418,Boron,true,normal,4.2.0,40,2025-10-23T21:13:23.464Z,2025-10-24T05:00:18.509Z,
e00fce68e80ff6074547b598,P044AD244P4FM2A,pwt_0068,89883070000036151346,Boron,true,normal,4.2.0,40,2025-10-23T21:10:11.395Z,2025-10-24T05:00:18.639Z,
e00fce68b94420323e06985d,P044AD348BXES5R,pwt_0359,89883070000040120659,Boron,true,normal,4.2.0,40,2025-10-23T21:08:25.801Z,2025-10-24T05:04:05.505Z,
e00fce684cc27b33491c841f,B40TVN946JV5763,pwt_0059,89014103271529141929,Boron,true,normal,4.2.0,40,2025-10-23T21:02:17.856Z,2025-10-24T05:00:18.509Z,
e00fce68feec5a9bf8e49cac,P044AD3493N26AK,pwt_0272,89883070000037591474,Boron,true,normal,4.2.0,40,2025-10-23T21:01:15.921Z,2025-10-24T05:00:18.462Z,
e00fce68b3adb70a222fdb47,B40HAD1026DMNE2,pwt_0149,89014103273166794564,Boron,true,normal,4.2.0,40,2025-10-23T20:59:40.327Z,2025-10-24T05:00:18.155Z,
e00fce6805e25b9df0238009,B40TAD016YBLAGN,pwt_0150,89014103272316851753,Boron,true,normal,4.2.0,40,2025-10-23T20:56:22.331Z,2025-10-24T04:59:44.828Z,
e00fce6835343646488d9ece,B40HAD103F2MXKG,pwt_0020,89014103273166802243,Boron,true,normal,4.2.0,40,2025-10-23T20:53:23.136Z,2025-10-24T04:57:43.014Z,
e00fce68743c72b48b3d97fc,B40HAD214VXST94,pwt_0041,89014103273526016641,Boron,true,normal,4.2.0,40,2025-10-23T20:52:02.136Z,2025-10-24T04:59:44.185Z,
e00fce68e82ca9e3214618d1,P044AD3489A5X4C,pwt_0338,89883070000040126201,Boron,true,normal,4.2.0,40,2025-10-23T20:51:27.207Z,2025-10-24T05:01:17.457Z,
e00fce68cca8132fa35bacce,P044AD3494U6N7L,pwt_0335,89883070000039840754,Boron,true,normal,4.2.0,40,2025-10-23T20:51:22.320Z,2025-10-24T05:00:18.537Z,
e00fce68f3bc7e89bf0b913e,B40HAD103G8VXL7,pwt_0135,89014103273166793087,Boron,true,normal,4.2.0,40,2025-10-23T20:48:10.330Z,2025-10-24T04:59:18.054Z,
e00fce68502e7b8203ef3dbb,P044AD3357DHNF4,pwt_0202,89883070000037615513,Boron,true,normal,4.2.0,40,2025-10-23T20:47:40.982Z,2025-10-24T05:00:44.187Z,
e00fce680e3162690db80ea0,P044AD349YRCMJS,pwt_0271,89883070000037591946,Boron,true,normal,4.2.0,40,2025-10-23T20:44:19.761Z,2025-10-24T04:59:42.727Z,
e00fce68c6a54365f0f2564c,P044AD349LTRPUH,pwt_0401,89883070000037591680,Boron,true,normal,4.2.0,40,2025-10-23T20:43:59.230Z,2025-10-24T05:00:42.807Z,
e00fce686cd598c9e7f2aaf2,P044AD3352NCVL3,pwt_0226,89883070000037392576,Boron,true,normal,4.2.0,40,2025-10-23T20:42:34.921Z,2025-10-24T05:04:44.187Z,
e00fce68be78791196e881ae,P044AD3355HBJRK,pwt_0235,89883070000037614995,Boron,true,normal,4.2.0,40,2025-10-23T20:39:33.933Z,2025-10-24T05:00:19.205Z,
e00fce68c55b7d124d7fc34f,P044AD3092JFDG7,pwt_0175,89883070000036202859,Boron,true,normal,4.2.0,40,2025-10-23T20:38:12.175Z,2025-10-24T05:00:17.954Z,
e00fce686cfe380afd33a9b7,P044AD309VJPSM2,pwt_0107,89883070000021704323,Boron,true,normal,4.2.0,40,2025-10-23T20:34:12.156Z,2025-10-24T05:00:42.902Z,
e00fce6833d6c66b15dc3eda,B40HAD10336HG5S,pwt_0039,89014103272806321952,Boron,true,normal,4.2.0,40,2025-10-23T20:33:56.227Z,2025-10-24T04:59:42.806Z,
e00fce68a43f553fe1c5d1cd,P044AD349FYTXGM,pwt_0284,89883070000037587050,Boron,true,normal,4.2.0,40,2025-10-23T20:32:51.911Z,2025-10-24T05:00:18.509Z,
e00fce6883cd099d9243b097,P044AD349NKL9FG,pwt_0354,89883070000039846371,Boron,true,normal,4.2.0,40,2025-10-23T20:32:40.487Z,2025-10-24T05:00:44.980Z,
e00fce68c563086ee142debd,P044AD2432KEYNM,pwt_0166,89883070000036164935,Boron,true,normal,4.2.0,40,2025-10-23T20:31:44.871Z,2025-10-24T05:10:13.955Z,
e00fce68baaf0f1bf814c60a,P044AD335EH97SR,pwt_0204,89883070000037619226,Boron,true,normal,4.2.0,40,2025-10-23T20:27:11.748Z,2025-10-24T05:00:56.749Z,
e00fce68148b9d0cc1f741b5,P044AD335E3FA2V,pwt_0244,89883070000037615372,Boron,true,normal,4.2.0,40,2025-10-23T20:26:36.870Z,2025-10-24T05:00:19.394Z,
e00fce68d432c97d05ebeda9,P044AD309U2DA8Y,pwt_0174,89883070000021700990,Boron,true,normal,4.2.0,40,2025-10-23T20:26:11.141Z,2025-10-24T04:59:43.772Z,
e00fce682026f5afa213b6bf,P044AD335BHG3MV,pwt_0201,89883070000037617394,Boron,true,normal,4.2.0,40,2025-10-23T20:23:35.052Z,2025-10-24T04:59:43.065Z,
e00fce68f3f3a4928915e123,P044AD3492X87KB,pwt_0396,89883070000040121293,Boron,true,normal,4.2.0,40,2025-10-23T20:21:43.139Z,2025-10-24T05:00:17.996Z,
e00fce68f09d3d55064799cf,P044AD335BYUHN7,pwt_0245,89883070000037620034,Boron,true,normal,4.2.0,40,2025-10-23T20:21:30.748Z,2025-10-24T05:00:18.537Z,
e00fce68d35e1fa006826e6f,P044AD3487PAC9M,pwt_0356,89883070000040127035,Boron,true,normal,4.2.0,40,2025-10-23T20:19:49.533Z,2025-10-24T05:00:18.979Z,
e00fce68dda95da2d64fe02d,P044AD335LG8YR5,pwt_0212,89883070000037623350,Boron,true,normal,4.2.0,40,2025-10-23T20:18:24.363Z,2025-10-24T05:07:46.436Z,
e00fce681a3adc8e6851b98b,P044AD348MW6PND,pwt_0279,89883070000039845530,Boron,true,normal,4.2.0,40,2025-10-23T20:15:00.683Z,2025-10-24T05:00:18.979Z,
e00fce689c966ce4ed89fb46,B40HAD102URTAF2,pwt_0131,89014103273166799902,Boron,true,normal,4.2.0,40,2025-10-23T20:14:08.797Z,2025-10-24T04:59:48.905Z,
e00fce68ace963935eb827f1,P044AD349BG9CAS,pwt_0288,89883070000037591086,Boron,true,normal,4.2.0,40,2025-10-23T20:13:52.891Z,2025-10-24T04:59:43.015Z,
e00fce68069d0a4733f854e4,P044AD349X4J26R,pwt_0298,89883070000040121145,Boron,true,normal,4.2.0,40,2025-10-23T20:06:22.474Z,2025-10-24T05:00:18.155Z,
e00fce6811968cafbe3d9a6b,P044AD349NMDJY4,pwt_0278,89883070000037585963,Boron,true,normal,4.2.0,40,2025-10-23T20:06:19.935Z,2025-10-24T05:00:17.698Z,
e00fce6807c30faf5357d2aa,P044AD348H4M8KG,pwt_0346,89883070000037589767,Boron,true,normal,4.2.0,40,2025-10-23T20:02:21.125Z,2025-10-24T05:00:19.394Z,
e00fce68c2ee419bf103d31e,P044AD349KNCMGU,pwt_0270,89883070000039848005,Boron,true,normal,4.2.0,40,2025-10-23T20:00:06.240Z,2025-10-24T05:00:18.462Z,
e00fce68cf5c1bbf75e13f81,B40HAD103JRAY54,pwt_0124,89014103273166802292,Boron,true,normal,4.2.0,40,2025-10-23T19:59:13.200Z,2025-10-24T05:07:43.773Z,
e00fce68a8aeae51842e2232,P044AD348H3JCPT,pwt_0382,89883070000040122432,Boron,true,normal,4.2.0,40,2025-10-23T19:57:06.913Z,2025-10-24T05:12:44.846Z,
e00fce681da3eeb60e3fb36f,P044AD348VTX3NU,pwt_0293,89883070000039802507,Boron,true,normal,4.2.0,40,2025-10-23T19:56:15.700Z,2025-10-24T05:00:17.977Z,
e00fce685068762fc7ab9f76,P044AD24386LVUX,pwt_0086,89883070000036167060,Boron,true,normal,4.2.0,40,2025-10-23T19:55:48.893Z,2025-10-24T05:00:48.905Z,
e00fce6836fc8092722f510b,P044AD309M2U3WN,pwt_0104,89883070000036197513,Boron,true,normal,4.2.0,40,2025-10-23T19:55:11.287Z,2025-10-24T05:00:19.205Z,
e00fce680bbf0cb49f9fbdb8,B40HAD10279YHGN,pwt_0031,89014103273166803118,Boron,true,normal,4.2.0,40,2025-10-23T19:53:14.843Z,2025-10-24T05:10:42.893Z,
e00fce688412d13a42bed841,P044AD3492NSTXF,pwt_0255,89883070000039840846,Boron,true,normal,4.2.0,40,2025-10-23T19:52:19.053Z,2025-10-24T04:59:42.727Z,
e00fce68ae4e2a9fc2a48001,B40HAD102P87TU6,pwt_0145,89014103273166800460,Boron,true,normal,4.2.0,40,2025-10-23T19:49:18.002Z,2025-10-24T05:15:17.958Z,
e00fce68468f8febd608c357,B40HAD102FE7TKR,pwt_0064,89014103273166792220,Boron,true,normal,4.2.0,40,2025-10-23T19:47:58.093Z,2025-10-24T05:00:17.954Z,
e00fce688a6db33691ad3ac6,B40HAD102RWH9L6,pwt_0033,89014103273166791727,Boron,true,normal,4.2.0,40,2025-10-23T19:45:46.569Z,2025-10-24T05:00:17.698Z,
e00fce68b56fe4b9d63096e3,P044AD349U3HFWX,pwt_0313,89883070000039848229,Boron,true,normal,4.2.0,40,2025-10-23T19:44:48.482Z,2025-10-24T04:59:46.433Z,
e00fce68f59d9ac58970347f,P044AD335AML6SK,pwt_0206,89883070000037615778,Boron,true,normal,4.2.0,40,2025-10-23T19:37:40.657Z,2025-10-24T05:11:18.511Z,
e00fce68acfd0ef0e8fe3c6c,P044AD349ABN9US,pwt_0260,89883070000039846090,Boron,true,normal,4.2.0,40,2025-10-23T19:34:45.608Z,2025-10-24T05:00:20.451Z,
e00fce688af2e786e1ac46b9,P044AD3485T6F9M,pwt_0306,89883070000040124206,Boron,true,normal,4.2.0,40,2025-10-23T19:34:14.649Z,2025-10-24T05:02:17.699Z,
e00fce68a5985588f66f1eb3,B40TAD016SMB7VF,pwt_0050,89014103272316840186,Boron,true,normal,4.2.0,40,2025-10-23T19:28:18.400Z,2025-10-24T04:59:43.791Z,
e00fce682ccee0c37be13b64,P044AD348P8LH6V,pwt_0384,89883070000039846884,Boron,true,normal,4.2.0,40,2025-10-23T19:26:43.887Z,2025-10-24T04:59:44.980Z,
e00fce68627041caf0ac08a1,B40HAD1027CNHDS,pwt_0164,89014103273166792816,Boron,true,normal,4.2.0,40,2025-10-23T19:22:56.085Z,2025-10-24T04:59:46.433Z,
e00fce682681193bc449ce1b,P044AD348CY2LU3,pwt_0277,89883070000039803356,Boron,true,normal,4.2.0,40,2025-10-23T19:21:22.542Z,2025-10-24T05:00:17.698Z,
e00fce68850c72cbb3b28713,B40HAD102F4MKSA,pwt_0027,89014103273166798250,Boron,true,normal,4.2.0,40,2025-10-23T19:05:27.163Z,2025-10-24T05:00:43.620Z,
e00fce6842c1735396790555,P044AD244R3PGJK,pwt_0060,89883070000036146262,Boron,true,normal,4.2.0,40,2025-10-23T19:04:24.479Z,2025-10-24T05:00:56.749Z,
e00fce6894ce172970bff889,P044AD335V9YFA5,pwt_0233,89883070000037615851,Boron,true,normal,4.2.0,40,2025-10-23T19:01:51.146Z,2025-10-24T05:12:18.002Z,
e00fce689c8cafd44b14b003,P044AD335S3XACH,pwt_0242,89883070000037619390,Boron,true,normal,4.2.0,40,2025-10-23T18:36:52.409Z,2025-10-24T05:00:17.456Z,
e00fce68614f7e8a2e74073c,B40HAD103G635JX,pwt_0157,89014103273166791933,Boron,true,normal,4.2.0,40,2025-10-23T17:50:39.427Z,2025-10-24T04:59:44.185Z,
e00fce68c8fdfbfd8dd2ae3e,B40HAD103X3PT9L,pwt_0134,89014103273166798805,Boron,true,normal,4.2.0,40,2025-10-23T17:01:16.159Z,2025-10-24T05:17:13.956Z,
e00fce68a81385a42b5574e8,P044AD348US3NV5,pwt_0350,89883070000039845563,Boron,false,normal,4.2.0,40,2025-10-23T16:42:08.906Z,2025-10-23T16:42:45.522Z,
e00fce6818d11216ee41715e,P044AD348WHTES7,pwt_0312,89883070000040120113,Boron,true,normal,4.2.0,40,2025-10-23T16:31:01.398Z,2025-10-24T05:00:18.509Z,
e00fce68e4ba56f1b8d79d67,B40HAD103YWKF35,pwt_0125,89014103273166798516,Boron,true,normal,4.2.0,40,2025-10-23T16:11:03.888Z,2025-10-24T04:59:48.905Z,
e00fce685e5e8cd25b28b5a1,P044AD349F64MLW,pwt_0273,89883070000039842214,Boron,true,normal,4.2.0,40,2025-10-23T15:14:26.327Z,2025-10-24T05:00:18.054Z,
e00fce68ad5dab84a1f8d567,B40TAD016GFRP6J,pwt_0138,89014103272316840210,Boron,true,normal,4.2.0,40,2025-10-23T14:46:27.282Z,2025-10-24T05:00:37.286Z,
e00fce68f82ae9b26a0e9a09,P044AD348E7RFKY,pwt_0280,89883070000039804461,Boron,true,normal,4.2.0,40,2025-10-23T13:32:40.906Z,2025-10-24T05:00:42.810Z,
e00fce68a308abd7c88bd93b,P044AD244CNX342,pwt_0167,89883070000036148300,Boron,true,normal,4.2.0,40,2025-10-23T12:16:11.619Z,2025-10-24T05:00:37.286Z,
e00fce6898f775635293b878,P044AD335V5UGAP,pwt_0222,89883070000037614201,Boron,true,normal,4.2.0,40,2025-10-23T08:01:44.094Z,2025-10-24T05:00:18.155Z,
e00fce68350f7cb3eb031bce,P044AD2446JCUX4,pwt_0065,89883070000036168589,Boron,true,normal,4.2.0,40,2025-10-23T06:17:02.310Z,2025-10-24T04:59:42.806Z,
e00fce685903c876f2078682,P044AD348YTUL4B,pwt_0296,89883070000039802101,Boron,true,normal,4.2.0,40,2025-10-23T04:43:55.893Z,2025-10-24T04:59:43.620Z,
e00fce688b945c55dbdfd794,P044AD243D95ESC,pwt_0081,89883070000036165429,Boron,true,normal,4.2.0,40,2025-10-23T03:20:51.059Z,2025-10-24T05:00:44.053Z,
e00fce68cb6bcdb9409b4e07,B40HAD1024BMH7X,pwt_0043,89014103273166790877,Boron,true,normal,4.2.0,33,2025-10-23T00:25:44.437Z,2025-10-24T05:00:18.537Z,
e00fce683714c71374d5177f,P044AD348GNHRL2,pwt_0352,89883070000037584107,Boron,true,normal,4.2.0,40,2025-10-22T21:55:54.870Z,2025-10-24T05:00:43.015Z,
e00fce6837a15e67fdd1a26f,P044AD3484YBKHL,pwt_0385,89883070000039843212,Boron,true,normal,4.2.0,40,2025-10-22T21:50:31.100Z,2025-10-24T05:00:18.462Z,
e00fce68ef441c1ba353b605,P044AD243YUKV9D,pwt_0085,89883070000036165460,Boron,true,normal,4.2.0,40,2025-10-22T21:25:59.528Z,2025-10-24T05:17:42.812Z,
e00fce68557963311eeedfc3,B40HAD102XCUAES,pwt_0042,89014103273166792576,Boron,true,normal,4.2.0,40,2025-10-22T20:57:14.803Z,2025-10-24T05:03:42.892Z,
e00fce68c2f1b8436cdcd02e,B40HAD102NLHPXU,pwt_0165,89014103273166803092,Boron,true,normal,4.2.0,40,2025-10-22T17:50:23.272Z,2025-10-24T05:16:18.571Z,
e00fce68233d9cf4b2a9c781,P044AD348PLNEB2,pwt_0358,89883070000037585567,Boron,true,normal,4.2.0,40,2025-10-22T16:01:51.787Z,2025-10-24T05:01:44.828Z,
e00fce688183331fb1a3e59e,P044AD244KPMV6R,pwt_0170,89883070000036148482,Boron,true,normal,4.2.0,40,2025-10-22T15:33:29.468Z,2025-10-24T04:59:43.791Z,
e00fce68b97616f3aebf37f9,P044AD349G6N259,pwt_0324,89883070000039801186,Boron,true,normal,4.2.0,40,2025-10-22T15:14:48.662Z,2025-10-24T05:00:47.132Z,
